record timestamp,client timestamp,button,state,x,y
161.02670288085938,161.02670288085938,NoButton,Move,440,284
162.3868308067322,162.3868308067322,NoButton,Move,487,340
163.27069759368896,163.27069759368896,NoButton,Move,811,386
166.30627584457397,166.30627584457397,NoButton,Move,824,417
167.0979323387146,167.0979323387146,NoButton,Move,826,469
167.87533545494082,167.87533545494082,NoButton,Move,1254,498
169.0913169384003,169.0913169384003,NoButton,Move,530,466
169.99268555641174,169.99268555641174,NoButton,Move,642,647
170.36198759078982,170.36198759078982,NoButton,Move,896,834
171.54742074012756,171.54742074012756,NoButton,Move,687,799
171.92176342010498,171.92176342010498,NoButton,Move,668,389
172.49010610580444,172.49010610580444,NoButton,Move,721,299
173.33556962013245,173.33556962013245,NoButton,Move,703,271
173.85424280166626,173.85424280166626,NoButton,Move,1235,244
176.70224809646606,176.70224809646606,NoButton,Move,1114,303
180.06012535095215,180.06012535095215,NoButton,Move,1000,470
180.730473279953,180.730473279953,NoButton,Move,912,642
184.13100361824038,184.13100361824038,NoButton,Move,890,379
184.70680952072144,184.70680952072144,NoButton,Move,876,467
185.9511308670044,185.9511308670044,NoButton,Move,846,555
186.9174108505249,186.9174108505249,NoButton,Move,863,478
187.51935362815857,187.51935362815857,NoButton,Move,807,509
188.22350430488584,188.22350430488584,NoButton,Move,765,546
188.6832778453827,188.6832778453827,NoButton,Move,601,605
189.4035465717316,189.4035465717316,NoButton,Move,645,584
190.82020926475525,190.82020926475525,NoButton,Move,761,634
191.38975143432617,191.38975143432617,NoButton,Move,710,593
192.9536316394806,192.9536316394806,NoButton,Move,755,578
193.43602204322812,193.43602204322812,NoButton,Move,1276,424
193.8259859085083,193.8259859085083,NoButton,Move,1026,507
197.1190931797028,197.1190931797028,NoButton,Move,856,561
197.6240980625153,197.6240980625153,NoButton,Move,1259,443
198.59431266784668,198.59431266784668,NoButton,Move,1022,467
199.76649951934812,199.76649951934812,NoButton,Move,944,497
200.33258175849915,200.33258175849915,NoButton,Move,805,477
200.72045516967773,200.72045516967773,NoButton,Move,380,432
201.34949040412903,201.34949040412903,NoButton,Move,477,587
202.2945549488068,202.2945549488068,NoButton,Move,709,626
202.69871640205383,202.69871640205383,NoButton,Move,860,781
203.2075526714325,203.2075526714325,NoButton,Move,839,907
203.95575189590454,203.95575189590454,NoButton,Move,791,934
204.52636647224426,204.52636647224426,NoButton,Move,903,655
205.06176805496216,205.06176805496216,NoButton,Move,883,700
205.5209219455719,205.5209219455719,NoButton,Move,813,790
206.45896124839783,206.45896124839783,NoButton,Move,664,742
210.1827642917633,210.1827642917633,NoButton,Move,657,682
210.95236492156985,210.95236492156985,NoButton,Move,801,551
211.36614847183228,211.36614847183228,NoButton,Move,1184,296
212.04619812965396,212.04619812965396,NoButton,Move,867,432
213.28420162200928,213.28420162200928,NoButton,Move,898,484
215.62076544761658,215.62076544761658,NoButton,Move,937,632
216.03505516052246,216.03505516052246,NoButton,Move,892,663
217.2640926837921,217.2640926837921,NoButton,Move,807,519
218.85602617263797,218.85602617263797,NoButton,Move,849,551
219.30670166015625,219.30670166015625,NoButton,Move,983,593
220.29195141792297,220.29195141792297,Scroll,Down,0,0
220.87504386901853,220.87504386901853,NoButton,Move,997,642
221.7057650089264,221.7057650089264,NoButton,Move,1152,779
222.3913869857788,222.3913869857788,NoButton,Move,705,685
223.2994968891144,223.2994968891144,NoButton,Move,724,682
224.38366961479187,224.38366961479187,NoButton,Move,743,679
227.03663325309756,227.03663325309756,NoButton,Move,735,717
228.0514028072357,228.0514028072357,NoButton,Move,847,690
230.44180583953857,230.44180583953857,NoButton,Move,867,715
230.88006615638733,230.88006615638733,NoButton,Move,953,733
231.5667951107025,231.5667951107025,NoButton,Move,1013,735
231.96289300918582,231.96289300918582,NoButton,Move,918,676
232.84632229804996,232.84632229804996,NoButton,Move,1100,652
234.0691840648651,234.0691840648651,NoButton,Move,1088,703
235.30195236206055,235.30195236206055,NoButton,Move,1145,449
235.9024419784546,235.9024419784546,NoButton,Move,1161,372
236.72192001342773,236.72192001342773,NoButton,Move,465,414
237.12794065475464,237.12794065475464,NoButton,Move,397,325
237.55593132972717,237.55593132972717,NoButton,Move,440,136
252.19513058662412,252.19513058662412,NoButton,Move,693,169
252.6468472480774,252.6468472480774,NoButton,Move,745,6
253.3057987689972,253.3057987689972,NoButton,Move,662,378
256.37787318229675,256.37787318229675,NoButton,Move,462,1
257.0905921459198,257.0905921459198,NoButton,Move,286,978
257.4871933460236,257.4871933460236,NoButton,Move,321,477
267.8375396728516,267.8375396728516,NoButton,Move,596,174
268.33117818832403,268.33117818832403,NoButton,Move,845,32
268.75473976135254,268.75473976135254,NoButton,Move,1265,317
269.17414259910583,269.17414259910583,NoButton,Move,1391,127
269.8565924167633,269.8565924167633,NoButton,Move,1323,194
270.297504901886,270.297504901886,NoButton,Move,1061,371
270.87625241279596,270.87625241279596,NoButton,Move,1236,336
271.32594966888433,271.32594966888433,NoButton,Move,963,336
274.09806418418884,274.09806418418884,NoButton,Move,1095,461
274.48769736289984,274.48769736289984,NoButton,Move,227,870
274.90388131141657,274.90388131141657,NoButton,Move,501,699
275.460126876831,275.460126876831,NoButton,Move,602,422
276.30632948875433,276.30632948875433,NoButton,Move,546,437
277.06801843643194,277.06801843643194,NoButton,Move,697,450
277.5977873802185,277.5977873802185,NoButton,Move,1352,433
277.98203873634344,277.98203873634344,NoButton,Move,401,139
278.6149764060974,278.6149764060974,NoButton,Move,1057,255
279.04466938972473,279.04466938972473,NoButton,Move,600,149
279.8731005191803,279.8731005191803,NoButton,Move,679,2
280.31708359718317,280.31708359718317,NoButton,Move,372,213
280.72251200675964,280.72251200675964,NoButton,Move,246,318
281.1276707649231,281.1276707649231,NoButton,Move,267,441
281.78184103965765,281.78184103965765,NoButton,Move,510,7
282.5840265750885,282.5840265750885,NoButton,Move,106,209
318.4090919494629,318.4090919494629,NoButton,Move,237,255
319.09988951683044,319.09988951683044,NoButton,Move,119,824
323.75113153457636,323.75113153457636,NoButton,Move,32,281
324.8393440246582,324.8393440246582,NoButton,Move,93,223
325.38722038269043,325.38722038269043,NoButton,Move,240,243
325.8494029045105,325.8494029045105,NoButton,Move,112,410
327.1467077732086,327.1467077732086,NoButton,Move,115,412
327.53647422790533,327.53647422790533,NoButton,Move,482,130
328.9292163848877,328.9292163848877,Left,Pressed,438,135
329.7035164833069,329.7035164833069,NoButton,Move,312,232
330.8384034633636,330.8384034633636,NoButton,Move,217,273
334.00502848625183,334.00502848625183,NoButton,Move,171,105
334.5063819885254,334.5063819885254,NoButton,Move,167,0
335.14628982543945,335.14628982543945,NoButton,Move,335,521
338.21326422691345,338.21326422691345,NoButton,Move,416,542
338.93114614486694,338.93114614486694,NoButton,Move,343,462
339.6308162212372,339.6308162212372,NoButton,Move,298,83
340.3175992965698,340.3175992965698,NoButton,Move,104,170
340.74166727066034,340.74166727066034,NoButton,Move,99,144
341.3052415847778,341.3052415847778,NoButton,Move,99,132
342.0168039798737,342.0168039798737,NoButton,Move,129,304
342.79716873168945,342.79716873168945,NoButton,Move,124,373
343.8285746574402,343.8285746574402,NoButton,Move,106,449
349.6521201133728,349.6521201133728,NoButton,Move,288,406
350.039457321167,350.039457321167,NoButton,Move,163,273
350.8661983013153,350.8661983013153,NoButton,Move,141,38
351.6306326389313,351.6306326389313,NoButton,Move,290,89
352.03722763061523,352.03722763061523,NoButton,Move,968,1119
352.8042025566101,352.8042025566101,NoButton,Move,1174,1407
353.2858226299286,353.2858226299286,NoButton,Move,683,1607
353.7428152561188,353.7428152561188,NoButton,Move,1229,1513
354.08126997947693,354.08126997947693,NoButton,Move,1487,1402
354.90750336647034,354.90750336647034,NoButton,Move,1373,1422
355.27843022346497,355.27843022346497,NoButton,Move,826,1542
355.76363801956177,355.76363801956177,NoButton,Move,584,1658
356.704065322876,356.704065322876,NoButton,Move,306,1465
357.0873327255249,357.0873327255249,NoButton,Move,490,1318
357.71749114990234,357.71749114990234,NoButton,Move,565,1293
359.1264955997467,359.1264955997467,NoButton,Move,549,1251
359.6241290569305,359.6241290569305,NoButton,Move,511,1137
360.59371614456177,360.59371614456177,NoButton,Move,1153,1522
361.54736137390137,361.54736137390137,NoButton,Move,1056,1391
363.55843448638916,363.55843448638916,NoButton,Move,490,801
364.14840006828314,364.14840006828314,NoButton,Move,332,721
365.1417932510376,365.1417932510376,NoButton,Move,504,366
365.7448017597199,365.7448017597199,NoButton,Move,114,0
366.2246775627136,366.2246775627136,NoButton,Move,183,39
366.7694826126098,366.7694826126098,NoButton,Move,406,53
367.28421711921686,367.28421711921686,NoButton,Move,422,79
367.7696919441223,367.7696919441223,NoButton,Move,585,22
368.5835218429565,368.5835218429565,NoButton,Move,334,489
369.35784792900085,369.35784792900085,NoButton,Move,256,602
370.2254683971405,370.2254683971405,NoButton,Move,321,667
371.1403460502625,371.1403460502625,NoButton,Move,0,682
371.7062075138092,371.7062075138092,NoButton,Move,16,695
372.4745104312897,372.4745104312897,NoButton,Move,12,670
373.230973482132,373.230973482132,NoButton,Move,10,640
373.8688132762909,373.8688132762909,NoButton,Move,10,629
374.61400270462036,374.61400270462036,NoButton,Move,0,654
375.2429301738739,375.2429301738739,Scroll,Down,0,0
375.7710535526276,375.7710535526276,NoButton,Move,12,676
376.1862325668335,376.1862325668335,NoButton,Move,29,615
376.5328605175018,376.5328605175018,NoButton,Move,43,612
376.81986713409424,376.81986713409424,NoButton,Move,43,598
378.27052640914917,378.27052640914917,NoButton,Move,240,629
380.67457365989685,380.67457365989685,NoButton,Move,779,638
381.3470487594605,381.3470487594605,NoButton,Move,404,777
381.8718237876892,381.8718237876892,NoButton,Move,268,828
382.5463325977325,382.5463325977325,NoButton,Move,287,506
383.63165950775146,383.63165950775146,NoButton,Move,230,574
384.1243860721588,384.1243860721588,NoButton,Move,153,524
384.71810221672064,384.71810221672064,NoButton,Move,83,177
385.4031443595886,385.4031443595886,NoButton,Move,33,505
386.02523279190063,386.02523279190063,NoButton,Move,50,602
386.554247379303,386.554247379303,NoButton,Move,143,575
386.94421815872187,386.94421815872187,NoButton,Move,217,242
387.53616166114807,387.53616166114807,NoButton,Move,193,190
388.1683783531189,388.1683783531189,NoButton,Move,197,159
388.9159805774689,388.9159805774689,NoButton,Move,226,164
389.4462215900421,389.4462215900421,NoButton,Move,96,204
392.7442319393158,392.7442319393158,NoButton,Move,138,175
393.7315263748169,393.7315263748169,NoButton,Move,425,632
394.09661865234375,394.09661865234375,NoButton,Move,1615,1021
394.48069739341736,394.48069739341736,NoButton,Move,281,204
395.3127851486206,395.3127851486206,NoButton,Move,241,451
395.9418001174927,395.9418001174927,Left,Pressed,192,847
397.47972536087036,397.47972536087036,NoButton,Move,213,898
404.85357999801636,404.85357999801636,NoButton,Move,229,896
405.97460961341864,405.97460961341864,NoButton,Move,206,925
406.3023924827576,406.3023924827576,NoButton,Move,423,1044
407.07258081436163,407.07258081436163,NoButton,Move,44,371
407.5264863967896,407.5264863967896,Scroll,Up,0,0
408.0818428993225,408.0818428993225,Scroll,Down,0,0
408.56402015686035,408.56402015686035,NoButton,Move,13,460
408.99076676368713,408.99076676368713,NoButton,Move,142,669
410.3334994316101,410.3334994316101,NoButton,Move,97,731
411.0897717475891,411.0897717475891,NoButton,Move,66,624
412.28011798858637,412.28011798858637,NoButton,Move,33,667
412.78255462646484,412.78255462646484,NoButton,Move,0,625
413.43571090698237,413.43571090698237,NoButton,Move,65,593
415.4208319187164,415.4208319187164,NoButton,Move,30,591
417.06485509872437,417.06485509872437,NoButton,Move,0,586
417.6099364757538,417.6099364757538,Scroll,Up,0,0
418.24014377594,418.24014377594,NoButton,Move,13,598
419.64177083969116,419.64177083969116,NoButton,Move,0,600
420.31856608390814,420.31856608390814,Scroll,Down,0,0
421.0823383331299,421.0823383331299,NoButton,Move,53,683
421.51030015945435,421.51030015945435,NoButton,Move,50,792
423.6938784122467,423.6938784122467,NoButton,Move,118,830
424.0587410926819,424.0587410926819,NoButton,Move,314,631
424.4740517139435,424.4740517139435,NoButton,Move,217,369
425.36731433868414,425.36731433868414,NoButton,Move,211,422
425.75271034240717,425.75271034240717,NoButton,Move,208,506
426.383816242218,426.383816242218,NoButton,Move,215,477
426.907105922699,426.907105922699,NoButton,Move,215,481
427.35523223876953,427.35523223876953,NoButton,Move,193,515
428.0030641555786,428.0030641555786,NoButton,Move,186,511
428.639732837677,428.639732837677,NoButton,Move,186,519
429.424471616745,429.424471616745,NoButton,Move,196,490
430.00625109672546,430.00625109672546,NoButton,Move,205,477
430.4917733669281,430.4917733669281,Scroll,Up,0,0
431.1756601333618,431.1756601333618,NoButton,Move,251,628
432.0668461322784,432.0668461322784,NoButton,Move,201,621
433.7905457019806,433.7905457019806,NoButton,Move,162,575
434.22396183013916,434.22396183013916,Scroll,Down,0,0
434.8404109477997,434.8404109477997,NoButton,Move,162,738
437.45038080215454,437.45038080215454,NoButton,Move,146,756
437.99802231788635,437.99802231788635,NoButton,Move,84,756
438.46323895454407,438.46323895454407,Scroll,Down,0,0
438.914094209671,438.914094209671,NoButton,Move,17,704
439.3421993255615,439.3421993255615,NoButton,Move,69,651
439.7647626399994,439.7647626399994,NoButton,Move,56,611
440.2136800289154,440.2136800289154,NoButton,Move,102,589
440.62782287597656,440.62782287597656,NoButton,Move,67,577
440.97128415107727,440.97128415107727,NoButton,Move,111,813
442.324903011322,442.324903011322,NoButton,Move,143,864
444.6187539100647,444.6187539100647,NoButton,Move,352,771
445.7724368572235,445.7724368572235,NoButton,Move,653,859
446.4930200576782,446.4930200576782,NoButton,Move,843,1434
448.8248360157013,448.8248360157013,NoButton,Move,768,1019
449.3704402446747,449.3704402446747,Left,Released,633,860
452.02598881721497,452.02598881721497,NoButton,Move,406,769
452.41208028793335,452.41208028793335,NoButton,Move,26,877
452.93888902664185,452.93888902664185,NoButton,Move,244,133
453.86937642097473,453.86937642097473,NoButton,Move,302,290
454.4039101600647,454.4039101600647,NoButton,Move,339,214
454.9684648513794,454.9684648513794,NoButton,Move,327,197
455.840119600296,455.840119600296,NoButton,Move,594,418
456.2222065925598,456.2222065925598,NoButton,Move,409,587
457.0149827003479,457.0149827003479,NoButton,Move,365,619
458.0663657188416,458.0663657188416,NoButton,Move,312,594
459.2006392478943,459.2006392478943,NoButton,Move,368,644
459.6464612483978,459.6464612483978,NoButton,Move,376,0
463.14076566696167,463.14076566696167,NoButton,Move,759,6
465.68928456306463,465.68928456306463,NoButton,Move,496,202
466.7343380451202,466.7343380451202,NoButton,Move,425,352
467.1884772777557,467.1884772777557,NoButton,Move,608,404
468.5191822052002,468.5191822052002,NoButton,Move,503,394
469.10775518417364,469.10775518417364,NoButton,Move,876,650
470.2043023109436,470.2043023109436,NoButton,Move,723,548
471.0933718681336,471.0933718681336,NoButton,Move,1135,709
471.57754254341125,471.57754254341125,NoButton,Move,1065,676
472.33912563323975,472.33912563323975,NoButton,Move,946,641
472.96084213256836,472.96084213256836,NoButton,Move,1093,982
473.8366668224335,473.8366668224335,NoButton,Move,918,919
474.5105137825012,474.5105137825012,NoButton,Move,710,447
475.41115760803217,475.41115760803217,NoButton,Move,789,554
475.79337739944464,475.79337739944464,NoButton,Move,1237,502
476.46924686431885,476.46924686431885,NoButton,Move,1155,509
476.9868106842041,476.9868106842041,NoButton,Move,573,0
477.5684099197388,477.5684099197388,NoButton,Move,572,379
478.1472291946411,478.1472291946411,NoButton,Move,493,392
479.1323835849762,479.1323835849762,NoButton,Move,536,310
479.7086329460144,479.7086329460144,NoButton,Move,204,170
480.6614592075348,480.6614592075348,NoButton,Move,740,2
481.42261123657227,481.42261123657227,NoButton,Move,345,123
482.0934519767761,482.0934519767761,NoButton,Move,633,283
482.5799250602722,482.5799250602722,NoButton,Move,1642,297
483.2483015060425,483.2483015060425,NoButton,Move,1770,268
483.73736810684204,483.73736810684204,NoButton,Move,389,436
484.2476420402527,484.2476420402527,NoButton,Move,177,411
484.77233004570013,484.77233004570013,NoButton,Move,89,404
487.8183646202088,487.8183646202088,NoButton,Move,0,362
488.7395470142365,488.7395470142365,NoButton,Move,0,336
490.738100528717,490.738100528717,NoButton,Move,0,340
491.7802424430847,491.7802424430847,NoButton,Move,0,367
492.3734905719757,492.3734905719757,NoButton,Move,5,409
492.98491764068604,492.98491764068604,NoButton,Move,122,415
494.4784364700317,494.4784364700317,NoButton,Move,225,469
495.23162484169006,495.23162484169006,NoButton,Move,216,465
496.8610203266144,496.8610203266144,NoButton,Move,165,454
497.44397449493414,497.44397449493414,NoButton,Move,114,447
498.12395000457764,498.12395000457764,NoButton,Move,56,426
498.9392228126526,498.9392228126526,NoButton,Move,18,412
500.0970799922943,500.0970799922943,NoButton,Move,0,400
500.91830229759216,500.91830229759216,NoButton,Move,0,404
501.67751264572144,501.67751264572144,NoButton,Move,0,395
502.26986598968506,502.26986598968506,NoButton,Move,4,382
502.9171402454376,502.9171402454376,NoButton,Move,0,361
503.8758230209351,503.8758230209351,NoButton,Move,44,386
504.4551827907562,504.4551827907562,Scroll,Down,0,0
504.85799527168274,504.85799527168274,NoButton,Move,87,428
506.06645107269287,506.06645107269287,NoButton,Move,58,444
506.9083755016327,506.9083755016327,NoButton,Move,26,434
507.54822397232056,507.54822397232056,NoButton,Move,90,509
508.2571771144867,508.2571771144867,NoButton,Move,326,304
508.94182658195496,508.94182658195496,NoButton,Move,286,0
509.48247480392456,509.48247480392456,NoButton,Move,152,0
511.1468691825866,511.1468691825866,NoButton,Move,237,50
511.9492781162262,511.9492781162262,NoButton,Move,331,16
513.2649414539337,513.2649414539337,NoButton,Move,444,116
513.7848906517029,513.7848906517029,NoButton,Move,538,3
514.4058833122253,514.4058833122253,NoButton,Move,561,202
514.8241531848906,514.8241531848906,NoButton,Move,394,361
515.2489786148071,515.2489786148071,NoButton,Move,670,193
516.1245315074922,516.1245315074922,NoButton,Move,687,249
522.1287155151367,522.1287155151367,NoButton,Move,524,238
522.6397745609283,522.6397745609283,NoButton,Move,302,168
523.0583572387695,523.0583572387695,NoButton,Move,190,568
523.7839679718019,523.7839679718019,Left,Pressed,122,622
524.7538933753966,524.7538933753966,NoButton,Move,128,648
530.578351020813,530.578351020813,NoButton,Move,527,705
531.006885766983,531.006885766983,NoButton,Move,264,667
531.5609178543092,531.5609178543092,NoButton,Move,315,411
532.036869764328,532.036869764328,NoButton,Move,641,3
532.5611963272095,532.5611963272095,NoButton,Move,460,199
533.1205563545227,533.1205563545227,NoButton,Move,380,0
533.6190032958983,533.6190032958983,NoButton,Move,140,212
534.1920447349548,534.1920447349548,NoButton,Move,180,198
538.1908297538756,538.1908297538756,NoButton,Move,172,136
538.6507821083069,538.6507821083069,NoButton,Move,352,241
539.0682828426361,539.0682828426361,NoButton,Move,293,211
539.5317759513855,539.5317759513855,NoButton,Move,215,0
540.3981108665466,540.3981108665466,NoButton,Move,212,266
540.8498699665071,540.8498699665071,NoButton,Move,333,285
541.4704215526582,541.4704215526582,NoButton,Move,770,9
541.9901678562163,541.9901678562163,NoButton,Move,260,667
